id,name_en,text_en,name_ja,ruby,text_ja,type,frame_type,atk,def,level,race,attribute,scale,linkval,linkmarkers
89718302,Abare Ushioni,"Once per turn, you can toss a coin and call it. If you call it right, inflict 1000 damage to your opponent. If you call it wrong, you take 1000 damage.",暴れ牛鬼,あばれうしおに,コイントスで裏表を当てる。当たった場合、相手ライフに１０００ポイントダメージを与える。ハズレの場合、自分は１０００ポイントダメージを受ける。この効果は１ターンに１度だけ自分のメインフェイズに使用する事ができる。,効果モンスター,効果モンスター,1200.0,1200.0,4,獣戦士族,地,,,
51779204,Absolute Powerforce,"Target 1 ""Red Dragon Archfiend"" you control; if it battles an opponent's monster this turn while you control it, apply these effects until the end of the Damage Step.
● It gains 1000 ATK.
● Your opponent cannot activate cards or effects.
● If it attacks a Defense Position monster, inflict piercing battle damage to your opponent.
● Any battle damage your opponent takes from that battle is doubled.",アブソリュート・パワーフォース,アブソリュート・パワーフォース,"①：自分フィールドの「レッド・デーモンズ・ドラゴン」１体を対象として発動できる。このターン、その自分のモンスターが相手モンスターと戦闘を行う場合、ダメージステップ終了時まで以下の効果を適用する。
●対象のモンスターの攻撃力は１０００アップする。
●相手は魔法・罠・モンスターの効果を発動できない。
●対象のモンスターが守備表示モンスターを攻撃した場合、その守備力を攻撃力が超えた分だけ相手に戦闘ダメージを与える。
●その戦闘で発生する相手への戦闘ダメージは倍になる。",魔法,魔法,,,,速攻,,,,
52240819,Abyss Actor - Evil Heel,"[ Pendulum Effect ] 
Once per turn: You can Tribute 1 ""Abyss Actor"" monster, then target 1 face-up monster your opponent controls; it loses ATK equal to the original ATK of the Tributed monster, until the end of this turn (even if this card leaves the field).

[ Monster Effect ] 
If this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; it loses 1000 ATK for each ""Abyss Actor"" monster you currently control, until the end of this turn. When this card destroys an opponent's monster by battle: You can target 1 ""Abyss Script"" Spell Card in your Graveyard; Set that card.",魔界劇団－デビル・ヒール,まかいげきだん－デビル・ヒール,[テキスト]\n①：このカードが召喚・特殊召喚に成功した場合、相手フィールドの表側表示モンスター１体を対象として発動できる。そのモンスターの攻撃力はターン終了時まで、自分フィールドの「魔界劇団」モンスターの数×１０００ダウンする。②：このカードが戦闘で相手モンスターを破壊した時、自分の墓地の「魔界台本」魔法カード１枚を対象として発動できる。そのカードを自分フィールドにセットする。\n\n[ペンデュラムテキスト]\n①：１ターンに１度、自分フィールドの「魔界劇団」モンスター１体をリリースし、相手フィールドの表側表示モンスター１体を対象として発動できる。そのモンスターの攻撃力はターン終了時まで、リリースしたモンスターの元々の攻撃力分ダウンする。,ペンデュラム効果モンスター,ペンデュラム効果モンスター,3000.0,2000.0,8,悪魔族,闇,1,,
2368215,Abyss Actor - Hyper Director,"1 ""Abyss Actor"" Pendulum Monster
You can target 1 card in your Pendulum Zone; Special Summon it, then place 1 ""Abyss Actor"" Pendulum Monster with a different name, from your Deck or face-up Extra Deck, to your Pendulum Zone, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Abyss Actor"" monsters. You can only use this effect of ""Abyss Actor - Hyper Director"" once per turn.",魔界劇団－ハイパー・ディレクター,まかいげきだん－ハイパー・ディレクター,"「魔界劇団」Ｐモンスター１体
このカード名の効果は１ターンに１度しか使用できない。①：自分のＰゾーンのカード１枚を対象として発動できる。そのカードを特殊召喚する。その後、デッキのモンスター及び自分のＥＸデッキの表側表示のＰモンスターの中から、特殊召喚したモンスターとはカード名が異なる「魔界劇団」Ｐモンスター１体を選び、自分のＰゾーンに置く。この効果の発動後、ターン終了時まで自分は「魔界劇団」モンスターしか召喚・特殊召喚できない。",リンクモンスター,リンクモンスター,800.0,,,悪魔族,闇,,1,[下]
25629622,Abyss Actor - Superstar,"[ Pendulum Effect ] 
Once per turn: You can Tribute 1 ""Abyss Actor"" monster, then target 1 ""Abyss Script"" Spell in your GY; add it to your hand.

[ Monster Effect ] 
When Normal or Special Summoned, your opponent's Spell/Trap Cards and effects cannot be activated. Once per turn: You can Set 1 ""Abyss Script"" Spell directly from your Deck, but it is sent to the GY during the End Phase.",魔界劇団－ビッグ・スター,まかいげきだん－ビッグ・スター,[テキスト]\n①：このカードの召喚・特殊召喚成功時に相手は魔法・罠カードの効果を発動できない。②：１ターンに１度、自分メインフェイズに発動できる。デッキから「魔界台本」魔法カード１枚を選んで自分フィールドにセットする。この効果でセットしたカードはエンドフェイズに墓地へ送られる。\n\n[ペンデュラムテキスト]\n①：１ターンに１度、自分フィールドの「魔界劇団」モンスター１体をリリースし、自分の墓地の「魔界台本」魔法カード１枚を対象として発動できる。そのカードを手札に加える。,ペンデュラム効果モンスター,ペンデュラム効果モンスター,2500.0,1800.0,7,悪魔族,闇,3,,
7279373,Abyss Actor - Twinkle Little Star,"[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""Abyss Actor"" monsters. This effect cannot be negated. Once per turn: You can target 1 ""Abyss Actor"" monster you control; this turn, it can make up to 3 attacks on monsters during each Battle Phase, also other monsters you control cannot attack for the rest of this turn (even if this card leaves the field).

[ Monster Effect ] 
Cannot be destroyed by battle during your turn. This card can make up to 3 attacks on monsters during each Battle Phase.",魔界劇団－ティンクル・リトルスター,まかいげきだん－ティンクル・リトルスター,[テキスト]\n①：このカードは自分ターンには戦闘では破壊されず、１度のバトルフェイズ中に３回までモンスターに攻撃できる。\n\n[ペンデュラムテキスト]\n①：自分は「魔界劇団」モンスターしかＰ召喚できない。この効果は無効化されない。②：１ターンに１度、自分フィールドの「魔界劇団」モンスター１体を対象として発動できる。このターン、そのモンスターは１度のバトルフェイズ中に３回までモンスターに攻撃でき、対象のモンスター以外の自分のモンスターは攻撃できない。,ペンデュラム効果モンスター,ペンデュラム効果モンスター,1000.0,1000.0,4,悪魔族,闇,9,,
50179591,Abyss Script - Fire Dragon's Lair,"Target 1 ""Abyss Actor"" monster you control; if it destroys your opponent's monster by battle this turn, your opponent banishes 3 monsters from their Extra Deck (their choice). If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can look at your opponent's Extra Deck, also banish 1 monster from their Extra Deck. You can only use this effect of ""Abyss Script - Fire Dragon's Lair"" once per turn.",魔界台本「火竜の住処」,まかいだいほん「かりゅうのすみか」,「魔界台本「火竜の住処」」の②の効果は１ターンに１度しか使用できない。①：自分フィールドの「魔界劇団」モンスター１体を対象として発動できる。このターン、そのモンスターが戦闘で相手モンスターを破壊した場合、相手はエクストラデッキからモンスター３体を選んで除外する。②：自分のエクストラデッキに表側表示の「魔界劇団」Ｐモンスターが存在し、セットされたこのカードが相手の効果で破壊された場合に発動できる。相手のエクストラデッキを確認し、その内の１枚を選んで除外する。,魔法,魔法,,,,通常,,,,
61496006,Abyss Shark,"If this card is used for the Xyz Summon of a ""Number"" monster, it can be treated as a Level 3 or 4 monster. If all monsters you control are WATER (min. 1): You can Special Summon this card from your hand, and if you do, add 1 Level 3, 4, or 5 Fish monster from your Deck to your hand, except ""Abyss Shark"". For the rest of this turn, you cannot Special Summon monsters, except WATER monsters, also, double the first battle damage inflicted to your opponent this turn by your ""Number"" monster battling another monster. You can only use this effect of ""Abyss Shark"" once per turn.",アビス・シャーク,アビス・シャーク,このカード名の①の効果は１ターンに１度しか使用できない。①：自分フィールドのモンスターが水属性モンスターのみの場合に発動できる。このカードを手札から特殊召喚し、デッキから「アビス・シャーク」以外のレベル３～５の魚族モンスター１体を手札に加える。このターン、自分は水属性モンスターしか特殊召喚できず、自分の「Ｎｏ．」モンスターがモンスターとの戦闘で相手に与える戦闘ダメージは１度だけ倍になる。②：このカードを「Ｎｏ．」モンスターのＸ召喚に使用する場合、このカードのレベルを３か４として扱う事ができる。,効果モンスター,効果モンスター,1200.0,700.0,5,魚族,水,,,
18318842,Abyss Soldier,Once per turn: You can discard 1 WATER monster to the Graveyard to target 1 card on the field; return it to the hand.,アビス・ソルジャー,アビス・ソルジャー,①：１ターンに１度、手札から水属性モンスター１体を墓地へ捨て、フィールドのカード１枚を対象として発動できる。そのカードを持ち主の手札に戻す。,効果モンスター,効果モンスター,1800.0,1300.0,4,水族,水,,,
97232518,Abyss Stungray,"Special Summon this card as an Effect Monster (Thunder-Type/LIGHT/Level 5/ATK 1900/DEF 0). (This card is also still a Trap Card.) If Summoned this way, this card cannot be destroyed by battle.",深淵のスタングレイ,しんえんのスタングレイ,①：このカードは発動後、効果モンスター（雷族・光・星５・攻１９００／守０）となり、モンスターゾーンに特殊召喚する。このカードは罠カードとしても扱う。②：このカードの効果で特殊召喚されたこのカードは戦闘では破壊されない。,罠,罠,,,,永続,,,,
8719957,Abyss-scale of the Kraken,"Equip only to a ""Mermail"" monster. It gains 400 ATK. When a monster effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",アビスケイル－クラーケン,アビスケイル－クラーケン,「水精鱗」と名のついたモンスターにのみ装備可能。装備モンスターの攻撃力は４００ポイントアップする。このカードがフィールド上に存在する限り、相手フィールド上で発動した効果モンスターの効果を無効にする。その後、このカードを墓地へ送る。,魔法,魔法,,,,装備,,,,
72932673,Abyss-scale of the Mizuchi,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",アビスケイル－ミヅチ,アビスケイル－ミヅチ,「水精鱗」と名のついたモンスターにのみ装備可能。装備モンスターの攻撃力は８００ポイントアップする。このカードがフィールド上に存在する限り、相手フィールド上で発動した魔法カードの効果を無効にする。その後、このカードを墓地へ送る。,魔法,魔法,,,,装備,,,,
79206750,Abyss-scorn,"Target 1 ""Mermail"" monster you control; it gains 1000 ATK until the End Phase. When this Set card is sent to the Graveyard: Target 1 monster your opponent controls; send that target to the Graveyard.",アビスコーン,アビスコーン,自分フィールド上の「水精鱗」と名のついたモンスター１体を選択して発動できる。選択したモンスターの攻撃力はエンドフェイズ時まで１０００ポイントアップする。また、セットされたこのカードが墓地へ送られた時、相手フィールド上のモンスター１体を選択して墓地へ送る。,罠,罠,,,,通常,,,,
89801755,Abyssal Designator,Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,深淵の指名者,しんえんのしめいしゃ,１０００ライフポイントを払う。種族と属性を１つずつ宣言する。相手は宣言された種族・属性を両方とも満たすモンスターを手札またはデッキから１枚墓地へ送る。,魔法,魔法,,,,通常,,,,
35498188,Action Magic - Double Banking,"Discard 1 card; this turn, if a monster you currently control destroys an opponent's monster by battle, it can make a second attack in a row. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.",アクションマジック－ダブル・バンキング,アクションマジック－ダブル・バンキング,①：手札を１枚捨てて発動できる。自分フィールドのモンスターは、このターン戦闘で相手モンスターを破壊した場合、もう１度だけ続けて攻撃できる。②：このカードが墓地に存在する場合、自分メインフェイズに手札から魔法カード１枚を捨てて発動できる。このカードを自分の魔法＆罠ゾーンにセットする。この効果はこのカードが墓地へ送られたターンには発動できない。,魔法,魔法,,,,速攻,,,,
72957245,Adamancipator Signs,"Target 1 Rock monster in your GY; Special Summon it in Defense Position, then, if you Special Summoned an ""Adamancipator"" monster by this effect, you can take 1 Level 4 or lower Rock monster from your Deck and place it on top of your Deck.",魔救の息吹,アダマシア・サイン,①：自分の墓地の岩石族モンスター１体を対象として発動できる。そのモンスターを守備表示で特殊召喚する。この効果で「アダマシア」モンスターを特殊召喚した場合には、さらにデッキからレベル４以下の岩石族モンスター１体を選んでデッキの一番上に置く事ができる。,魔法,魔法,,,,通常,,,,
53828396,Adhesive Explosive,"Before damage calculation, if this card was attacked by an opponent's monster and was in face-down Defense Position at the start of the Damage Step: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to.",瞬着ボマー,しゅんちゃくボマー,裏側守備表示のこのカードを相手モンスターが攻撃した場合、ダメージ計算を行わずこのカードは攻撃モンスターの装備カードになる。次の相手ターンのスタンバイフェイズ時、その装備モンスターを破壊する。,効果モンスター,効果モンスター,1000.0,1000.0,3,機械族,風,,,
12644061,Advanced Dark,"All ""Crystal Beast"" monsters on the field and in the GY become DARK. If an ""Ultimate Crystal"" monster attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a ""Crystal Beast"" monster you control battles and you would take damage: You can send 1 ""Crystal Beast"" monster from your Deck to the GY; you take no battle damage from that battle.",アドバンスド・ダーク,アドバンスド・ダーク,①：フィールドの「宝玉獣」モンスター及び墓地の「宝玉獣」モンスターは全て闇属性になる。②：このカードがフィールドゾーンに存在する限り、「究極宝玉神」モンスターの攻撃対象になったモンスターの効果はそのバトルフェイズの間だけ無効化される。③：自分の「宝玉獣」モンスターの戦闘で自分が戦闘ダメージを受けるダメージ計算時に、デッキから「宝玉獣」モンスター１体を墓地へ送って発動できる。その戦闘で発生する自分への戦闘ダメージを０にする。,魔法,魔法,,,,フィールド,,,,
28143384,Aerial Eater,"2 Fiend monsters with the same Attribute
If this card is Fusion Summoned: You can send 1 Fiend monster from your Deck to the GY. If this card is in your GY: You can banish 2 Level 6 or higher Fiend monsters with the same Attribute as each other from your GY, except ""Aerial Eater""; Special Summon this card. You can only use each effect of ""Aerial Eater"" once per turn.",エアリアル・イーター,エアリアル・イーター,"同じ属性の悪魔族モンスター×２
このカード名の①②の効果はそれぞれ１ターンに１度しか使用できない。①：このカードが融合召喚した場合に発動できる。デッキから悪魔族モンスター１体を墓地へ送る。②：このカードが墓地に存在する場合、「エアリアル・イーター」を除く、レベル６以上で同じ属性の悪魔族モンスター２体を自分の墓地から除外して発動できる。このカードを特殊召喚する。",融合モンスター,融合モンスター,2100.0,2600.0,6,悪魔族,風,,,
70875955,Aerial Recharge,"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player's End Phase, Tribute 1 Token or ""Mecha Phantom Beast"" monster, or send this card to the Graveyard.",空中補給,エアリアル・チャージ,このカードのコントローラーは、お互いのエンドフェイズ毎に自分フィールドのトークンまたは「幻獣機」モンスター１体をリリースする。または、どちらもリリースせずにこのカードを墓地へ送る。①：１ターンに１度、発動できる。自分フィールドに「幻獣機トークン」（機械族・風・星３・攻／守０）１体を特殊召喚する。,罠,罠,,,,永続,,,,
28865322,"Aether, the Evil Empowering Dragon","[ Pendulum Effect ] 
Once per turn: You can banish 1 ""Empowered Warrior"" monster from your Graveyard, then target 1 card on the field; destroy it.

[ Monster Effect ] 
When this card is Normal or Special Summoned: You can target 1 monster on the field; banish it.",魔装邪龍 イーサルウェポン,まそうじゃりゅう イーサルウェポン,[テキスト]\n①：このカードが召喚・特殊召喚に成功した時、フィールドのモンスター１体を対象として発動できる。そのモンスターを除外する。\n\n[ペンデュラムテキスト]\n①：１ターンに１度、自分の墓地の「魔装戦士」モンスター１体を除外し、フィールドのカード１枚を対象として発動できる。そのカードを破壊する。,ペンデュラム効果モンスター,ペンデュラム効果モンスター,2300.0,1600.0,6,ドラゴン族,闇,4,,
64952266,Against the Wind,"Select 1 ""Blackwing"" monster in your Graveyard. Take damage equal to the ATK of the selected monster, and add it to your hand.",アゲインスト・ウィンド,アゲインスト・ウィンド,自分の墓地に存在する「ＢＦ」と名のついたモンスター１体を選択して発動する。自分はそのモンスターの攻撃力分のダメージを受け、そのモンスターを手札に加える。,魔法,魔法,,,,通常,,,,
2411269,Agave Dragon,"2+ monsters, except Tokens
If this card is Link Summoned: You can apply these effects in sequence, depending on the Types of monsters in the GYs (skip over any that do not apply). You can only use this effect of ""Agave Dragon"" once per turn.
● Inflict 100 damage to your opponent for each Dragon.
● This card gains 200 ATK for each Dinosaur.
● All monsters your opponent currently controls lose 300 ATK for each Sea Serpent.
● You gain 400 LP for each Wyrm.",竜絶蘭,りゅうぜつらん,"トークン以外のモンスター２体以上
このカード名の効果は１ターンに１度しか使用できない。①：このカードがリンク召喚に成功した場合に発動できる。お互いの墓地のモンスターの種族とその数によって以下の効果を適用する。●ドラゴン族：その数×１００ダメージを相手に与える。●恐竜族：このカードの攻撃力はその数×２００アップする。●海竜族：相手フィールドの全てのモンスターの攻撃力はその数×３００ダウンする。●幻竜族：自分はその数×４００ＬＰ回復する。",リンクモンスター,リンクモンスター,3000.0,,,幻竜族,地,,4,"[左, 右, 左下, 右下]"
28776350,Akashic Magician,"2 monsters with the same Type, except Tokens
You can only Link Summon ""Akashic Magician(s)"" once per turn. If this card is Link Summoned: Return all monsters this card points to to the hand. Once per turn: You can declare 1 card name; excavate cards from the top of your Deck, equal to the total Link Rating of the Link Monsters co-linked to this card, then if you excavated any copies of the declared card, add them to your hand, also send the remaining cards to the GY.",アカシック・マジシャン,アカシック・マジシャン,"トークン以外の同じ種族のモンスター２体
自分は「アカシック・マジシャン」を１ターンに１度しかリンク召喚できない。①：このカードがリンク召喚に成功した場合に発動する。このカードのリンク先のモンスターを全て持ち主の手札に戻す。②：１ターンに１度、カード名を１つ宣言して発動できる。このカードの相互リンク先のモンスターのリンクマーカーの合計分だけ自分のデッキの上からカードをめくり、その中に宣言したカードがあった場合、そのカードを手札に加える。それ以外のめくったカードは全て墓地へ送る。",リンクモンスター,リンクモンスター,1700.0,,,魔法使い族,闇,,2,"[上, 下]"
3410461,Alba-Lenatus the Abyss Dragon,"1 ""Fallen of Albaz"" + 1+ Dragon monsters
Cannot be used as Fusion Material. Must be either Fusion Summoned, or Special Summoned by sending the above cards from any Monster Zones to the GY. This card can attack monsters a number of times each Battle Phase, up to the number of materials used for it. Once per turn, during the End Phase, if this card is in the GY because it was sent there this turn: You can add 1 ""Polymerization"" Normal Spell or ""Fusion"" Normal Spell from your Deck to your hand.",深淵竜アルバ・レナトゥス,しんえんりゅうアルバ・レナトゥス,"「アルバスの落胤」＋ドラゴン族モンスター１体以上
このカードは融合素材にできない。このカードは融合召喚及び以下の方法でのみ特殊召喚できる。●自分・相手のモンスターゾーンの上記のカードを墓地へ送った場合にＥＸデッキから特殊召喚できる。①：このカードは１度のバトルフェイズ中に、このカードの融合素材としたモンスターの数までモンスターに攻撃できる。②：このカードが墓地へ送られたターンのエンドフェイズに発動できる。デッキから「融合」通常魔法カードか「フュージョン」通常魔法カード１枚を手札に加える。",融合モンスター,融合モンスター,2500.0,2500.0,8,ドラゴン族,闇,,,
78121572,Alchemist of Black Spells,"Once per turn, you can change this face-up Attack Position card you control to face-up Defense Position and place 1 Spell Counter on a face-up card you control that you can place a Spell Counter on.",黒魔力の精製者,くろまりょくのせいせいしゃ,①：１ターンに１度、自分フィールドの魔力カウンターを置く事ができるカード１枚を対象として発動できる。自分フィールドの攻撃表示のこのカードを表側守備表示にし、対象の自分のカードに魔力カウンターを１つ置く。,効果モンスター,効果モンスター,1200.0,1800.0,4,魔法使い族,風,,,
65384019,Alchemy Cycle,"The original ATK of all face-up monsters you control becomes 0, until the End Phase. Each time a monster that had its original ATK reduced to 0 by this effect is destroyed by battle and sent to the Graveyard, draw 1 card.",アルケミー・サイクル,アルケミー・サイクル,発動ターンのエンドフェイズ時まで、自分フィールド上に表側表示で存在するモンスター全ての元々の攻撃力を０にする。この効果によって元々の攻撃力が０になっているモンスターが戦闘によって破壊され墓地へ送られる度に、自分のデッキからカードを１枚ドローする。,罠,罠,,,,通常,,,,
97973962,Aleister the Invoker of Madness,"2 monsters with different Types and different Attributes
This card's name becomes ""Aleister the Invoker"" while on the field or in the GY. If a monster is Fusion Summoned while you control this monster (except during the Damage Step): You can discard 1 card, and if you do, add 1 ""Invocation"" or ""The Book of the Law"" from your Deck to your hand. If this face-up card you control leaves the field because of an opponent's card effect: You can add 1 ""Omega Summon"" from your Deck to your hand.",暴走召喚師アレイスター,ぼうそうしょうかんしアレイスター,"種族と属性が異なるモンスター２体
①：このカードのカード名は、フィールド・墓地に存在する限り「召喚師アレイスター」として扱う。②：このカードがモンスターゾーンに存在する状態で、融合モンスターが融合召喚された場合に発動できる。自分の手札を１枚選んで捨て、デッキから「召喚魔術」か「法の聖典」１枚を手札に加える。③：表側表示のこのカードが相手の効果でフィールドから離れた場合に発動できる。デッキから「魔法名－「大いなる獣」」１枚を手札に加える。",リンクモンスター,リンクモンスター,1800.0,,0,魔法使い族,闇,,2,"[左下, 右下]"
17490535,Alien Brain,"When a Reptile-Type monster you control is destroyed by battle with an opponent's attacking monster and sent to the Graveyard: Take control of the opponent's monster, and if you do, it becomes Reptile-Type.",エーリアン・ブレイン,エーリアン・ブレイン,自分フィールド上に存在する爬虫類族モンスターが相手モンスターの攻撃によって破壊され墓地に送られた時に発動する事ができる。その時に攻撃を行った相手モンスターのコントロールを得て、そのモンスターを爬虫類族として扱う。,罠,罠,,,,通常,,,,
